English,Kanjobal,ENG_Document,KJB_Document,Line,Classification
"Be that as it may, I have not been a burden to you. Yet, crafty fellow that I am, I caught you by trickery!","Ay juntzan eb, caxc'al tol yojtak tol c'am bay max wak' in ba e cargonej, palta chi yal eb tol yetok in jelanil max wiaytek e sat yin wion tzet yetal e yin.",2CO-12-ENGNIV.txt,2CO-12-KJBSBG.txt,16,Religious
Did I exploit you through any of the men I sent you?,¿Mac junok eb max in chektok ayex tu' max ion aytek e sat?,2CO-12-ENGNIV.txt,2CO-12-KJBSBG.txt,17,Religious
"I urged Titus to go to you and I sent our brother with him. Titus did not exploit you, did he? Did we not act in the same spirit and follow the same course?","Max in k'an bay Tito yet chex toj il-lay yuj, cax max in chekontok junxa juẍtak yetok. ¿Tom max bet yiaytek Tito tu' e sat xin? Mantok tol lajanc'al max ec' jut co beybal on e nan e xol. Lajanc'al max ec' jut co nabal on.",2CO-12-ENGNIV.txt,2CO-12-KJBSBG.txt,18,Religious
"Have you been thinking all along that we have been defending ourselves to you? We have been speaking in the sight of God as those in Christ; and everything we do, dear friends, is for your strengthening.","Tekan che na' tol toc'al chi jiil jin e satak, palta c'amak paxok. Satak wal Dios lanan walontok juntzan ti' ayex, axca chi yochej Cristo, yet watx' che yi' e yip, ex wuẍtak, ex wanab camc'ulnebil.",2CO-12-ENGNIV.txt,2CO-12-KJBSBG.txt,19,Religious
"For I am afraid that when I come I may not find you as I want you to be, and you may not find me as you want me to be. I fear that there may be quarreling, jealousy, outbursts of anger, factions, slander, gossip, arrogance and disorder.","C'am chi wochej chex toj wil tinani', a wal ta c'am che yut e ba axca wal chi wochej, a wal ta c'am c'apax chi wut in ba axca wal che yochej. C'amto chi wochej chin toj ayex tu', a wal ta aytoc'al owal e xol, c'al chichonc'ulal, c'al k'ak'alc'ulal. Talaj ay ex che yi' can e ba. Talaj ay ex che yal-lej e k'umal. Talaj ay ex che luesnej e ba, talaj ay ex che buchlej e ba, cax talaj ay ex lanan e somchaj elok.",2CO-12-ENGNIV.txt,2CO-12-KJBSBG.txt,20,Religious
"I am afraid that when I come again my God will humble me before you, and I will be grieved over many who have sinned earlier and have not repented of the impurity, sexual sin and debauchery in which they have indulged.","Majto yal in c'ul chin toj ayex junelxa, a wal ta chin yak' q'uixwok aj co Diosal e satak. A wal ta chin ok' e yuj, yujtol yettaxc'al yalantok, xiwil ex max e beybalnej tzet man watx'ok. C'amc'al wal che bekcan e beybalnen yobtakil tu' yetok e mimanil, axca ajmulal, yetokc'al juntzan tzet tol caw wal q'uixwiltak chi el e yuneni.",2CO-12-ENGNIV.txt,2CO-12-KJBSBG.txt,21,Religious
This will be my third visit to you. “Every matter must be established by the testimony of two or three witnesses.”,"Yinxa yoxelal ok ex tok wila'. Junjunc'al tzet ok watx'jok yayji, palta yowalil ay cawanok ma oxwanok testigo ok alon is mul junok mactxel.",2CO-13-ENGNIV.txt,2CO-13-KJBSBG.txt,1,Religious
"I already gave you a warning when I was with you the second time. I now repeat it while absent: On my return I will not spare those who sinned earlier or any of the others,","A yet max quex ec' wilon yin is cayelal, ay jun tzet albilcan ayex wuj. Ti chi waltok ayex junelxa tinani'. Caxc'al c'am in ec' e yetok bay tu', palta chi waltok ayex, mac ex ocnak e yobtakil yet yalan, e yet c'apax e masanil yayji jun k'anej ti'. A yet ok in tok ayex tu' yet junelxa ti' xin, c'amxac'al in mimanc'ulal e yin bian. A ton jun ti' ec' walnakcan ayex.",2CO-13-ENGNIV.txt,2CO-13-KJBSBG.txt,2,Religious
"since you are demanding proof that Christ is speaking through me. He is not weak in dealing with you, but is powerful among you.","Lanan e yochen che yila' ta yel a Cristo chin k'anbalnen yet chin k'anjab ayex. A ton yet ok in apnok ocok, cax ok e yiloni, catatu' ok nachaj el e yuj, yujtol a Cristo, mantok tol c'am tzet chi je' yuj tx'oxk'abnen el ayex, palta tol masanilc'al chi je' yuj Cham tx'oxon el e nan e xol.",2CO-13-ENGNIV.txt,2CO-13-KJBSBG.txt,3,Religious
"For to be sure, he was crucified in weakness, yet he lives by God's power. Likewise, we are weak in him, yet by God's power we will live with him to serve you.","Yel toni, a yet max curusnelay Cham, axca wal tol c'am yip Cham, palta yuj yipal Dios, xan iquis Cham tinani'. Ilab on c'apaxok, axca wal tol c'am jabok jelapnok on c'apax yetok, palta yuj yipal Dios, xan iquis on yetok Cristo, yet watx' ac'ala' ex jak'on serbil.",2CO-13-ENGNIV.txt,2CO-13-KJBSBG.txt,4,Religious
"Examine yourselves to see whether you are in the faith; test yourselves. Do you not realize that Christ Jesus is in you–unless, of course, you fail the test?","Caw chi cam e beyc'ulnen e ba yul e yet junjun ex, yet watx' chi txecloj elok, ta yel wali ayex oc yin Cristo. Caw che beyc'ulnej e ba yul e yet junjun ex. ¿Tom man e yojtakok tol ayoc Jesucristo e yin junjun ex? Asan bian, ta mayex acaw creyenteok sic'libil, c'am oc e yin chi yal tu'.",2CO-13-ENGNIV.txt,2CO-13-KJBSBG.txt,5,Religious
And I trust that you will discover that we have not failed the test.,"Palta chi wochej tol caw che yojtaknej elok, tol ayon ti', acaw creyente on sic'libil.",2CO-13-ENGNIV.txt,2CO-13-KJBSBG.txt,6,Religious
Now we pray to God that you will not do anything wrong. Not that people will see that we have stood the test but that you will do what is right even though we may seem to have failed.,"Chon txajli on bay Dios e yuj, yet watx' c'am junok tzet man watx'ok chi el e yuneni. Man toc'alok chon txajli on e yuj, yet watx' chi txecloj elok tol watx' co mulnajil; caxc'al chi txecloj elok tol man watx'ok co mulnajil, palta ac'ala' yochen co c'ul tol watx' che yut e beybal.",2CO-13-ENGNIV.txt,2CO-13-KJBSBG.txt,7,Religious
"For we cannot do anything against the truth, but only for the truth.","Yujtol c'am chi je' jajc'ulnen co ba yetok cuybanilej caw yel. A ti' jet, tol chi jak' jip co mulnaj oc yin.",2CO-13-ENGNIV.txt,2CO-13-KJBSBG.txt,8,Religious
We are glad whenever we are weak but you are strong; and our prayer is for your perfection.,"Yuj tu', caxc'al c'am wal jelapnok, palta chon tzalojc'alta'a, ta ay e yelapnok. Yetok c'apaxok, ok on txajlok e yuj, yet watx' chi aj can watx'ji oc e nabal.",2CO-13-ENGNIV.txt,2CO-13-KJBSBG.txt,9,Religious
"This is why I write these things when I am absent, that when I come I may not have to be harsh in my use of authority–the authority the Lord gave me for building you up, not for tearing you down.","Yak'ban c'amto chin apni ayex tu', ti chi wak' babjok jun in carta ti' in satak, yujtol chi wochej tol man yowalilok ow chi toj wut in ba ayex tu' yuj wopiso ti'. A Cham Jajawil ak'nej jun wopiso ti', yuj waon oc e tec'anil, man yujok ex wetnen elok, xan max ak'layi.",2CO-13-ENGNIV.txt,2CO-13-KJBSBG.txt,10,Religious
"Finally, brothers, good-by. Aim for perfection, listen to my appeal, be of one mind, live in peace. And the God of love and peace will be with you.","Axa tinani xin, ex wuẍtak, ex wanab, ayexokab oc yin tzalojc'ulal bay tu'. Caw che watx'nej oc e nabal. Ayxaokab e mimanc'ulal. Junxanejokab che yut e nabal, junc'ulalokab ayex bay tu'. A Dios ak'om junc'ulal, c'al ak'om camc'ulal, a' ok oc e yetok.",2CO-13-ENGNIV.txt,2CO-13-KJBSBG.txt,11,Religious
Greet one another with a holy kiss.,Ak'lejek cawil e c'ul yin e tx'oxoni tol ay e camc'ulal.,2CO-13-ENGNIV.txt,2CO-13-KJBSBG.txt,12,Religious
All the saints send their greetings.,Chi yatok masanil eb creyente cayti' cawil e c'ul.,2CO-13-ENGNIV.txt,2CO-13-KJBSBG.txt,13,Religious
"May the grace of the Lord Jesus Christ, and the love of God, and the fellowship of the Holy Spirit be with you all.","Yak'okab Cham Jajawil Jesucristo watx'c'ulal ayex, cax yak'okab Dios is camc'ulal ayex. Ayokab oc Cham Espíritu Santo e yetok e masanil.",2CO-13-ENGNIV.txt,2CO-13-KJBSBG.txt,14,Religious
So I made up my mind that I would not make another painful visit to you.,"Yuj tu' xan max in na', tol maj inxa tok ayex tu' yin calan cusc'ulalil.",2CO-2-ENGNIV.txt,2CO-2-KJBSBG.txt,1,Religious
"For if I grieve you, who is left to make me glad but you whom I have grieved?","Yujtol ta chex toj in tx'em cusok, ¿mac pax ok je' yak'on mimanil in c'ul? Yuj tu' xan maj yal in c'ul chex toj in tx'em cusok, yujtol asan ex ok je' e yak'on mimanil in c'ul.",2CO-2-ENGNIV.txt,2CO-2-KJBSBG.txt,2,Religious
"I wrote as I did so that when I came I should not be distressed by those who ought to make me rejoice. I had confidence in all of you, that you would all share my joy.","Yuj tu' xan axca tu' max wut in tz'ibentok ayex yin jun tx'an in carta, yet watx' a yet chin apni oc ex wiloni, c'amokab chin cusaj e yuj, tol e moj e yak'on tzalojbok in c'ul. Chi waoc yipok in c'ul, tol ta chin tzaloj aj ayin ti', ayex jun chex tzaloj aj wetok.",2CO-2-ENGNIV.txt,2CO-2-KJBSBG.txt,3,Religious
"For I wrote you out of great distress and anguish of heart and with many tears, not to grieve you but to let you know the depth of my love for you.","A yet max in tz'ibentok jun in carta tu' ayex, caw wal chin oc il e yuj. Caw chi yab yail in c'ul e yuj, toltax chin ok' e yuj bian. Palta man yujok ex in tx'emon cusok xan max in tz'ibejtok ayex. Max in tz'ibejtok ayex, yet watx' che yojtaknej elok, tol chi camil in c'ul e yin sic'libil.",2CO-2-ENGNIV.txt,2CO-2-KJBSBG.txt,4,Religious
"If anyone has caused grief, he has not so much grieved me as he has grieved all of you, to some extent–not to put it too severely.","Ay ton jun mac max tx'emon cus co c'ul. Man asannejok in max cus in c'ul yuj, palta ayex jun max tx'emlay cus e c'ul janic' yuj. Janic' quin chi, yujtol c'am chi wochej tol chi ajc'al can yiban nak.",2CO-2-ENGNIV.txt,2CO-2-KJBSBG.txt,5,Religious
The punishment inflicted on him by the majority is sufficient for him.,"A is yailal nak max e yaoc yiban yet max e wajban oc e ba, k'okbilokabi.",2CO-2-ENGNIV.txt,2CO-2-KJBSBG.txt,6,Religious
"Now instead, you ought to forgive and comfort him, so that he will not be overwhelmed by excessive sorrow.","Axa tinani xin, yel mi watx' che yak' mimanc'ulal yiban nak, cax che mimanc'ulneni, yet watx' c'am chi somchaj el c'ul yuj cusc'ulal.",2CO-2-ENGNIV.txt,2CO-2-KJBSBG.txt,7,Religious
"I urge you, therefore, to reaffirm your love for him.",Yuj tu' chin tewitok ayex tol che tx'ox e camc'ulal bay nak junelxa.,2CO-2-ENGNIV.txt,2CO-2-KJBSBG.txt,8,Religious
The reason I wrote you was to see if you would stand the test and be obedient in everything.,"Yuj jun tu' xan max in tz'ibejtok jun in carta ayex yet yalantok, yuj ex wak'on porobal, yujtol chi wochej chi wojtaknej elok, ta che yikej masanil tzet chi wala'.",2CO-2-ENGNIV.txt,2CO-2-KJBSBG.txt,9,Religious
"If you forgive anyone, I also forgive him. And what I have forgiven–if there was anything to forgive–I have forgiven in the sight of Christ for your sake,","Axa tinani', a mac che yak' mimanc'ulal yin yuj junok tzet yetal yob max el yuneni, ok wak' c'apax mimanc'ulal yin. Caxc'al manak ayin chi oc mul, palta e yujc'al, xan ok wak' mimanc'ulal yin, yul sat Cristo.",2CO-2-ENGNIV.txt,2CO-2-KJBSBG.txt,10,Religious
in order that Satan might not outwit us. For we are not unaware of his schemes.,"Caytu' chi wutej, yet watx' c'am chon yak' ayc'ay Satanás, yujtol jojtakxa tzet is nabal nak jin.",2CO-2-ENGNIV.txt,2CO-2-KJBSBG.txt,11,Religious
"Now when I went to Troas to preach the gospel of Christ and found that the Lord had opened a door for me,","A yet max quin apni oc bay conob Troas yuj walon el yabixal Cristo, caw bekanc'al in mulnaj yin yet Cham Jajawil bay tu'.",2CO-2-ENGNIV.txt,2CO-2-KJBSBG.txt,12,Religious
"I still had no peace of mind, because I did not find my brother Titus there. So I said good-by to them and went on to Macedonia.","Palta max oc jabok in somc'ulal, yujtol maj ilchaj juẍtak Tito wuj bay tu'. Yuj tu', max in tak'elejcan in ba yetok eb creyente, max in el bay tu', axa in jay bay Macedonia ti'.",2CO-2-ENGNIV.txt,2CO-2-KJBSBG.txt,13,Religious
"But thanks be to God, who always leads us in triumphal procession in Christ and through us spreads everywhere the fragrance of the knowledge of him.","Palta jalek yuj diosalil bay Dios, yujtol masanil tiempo chic'al je' co tx'oxk'abnen elok, tol caw miman yelapnok Cristo Jesús, yujtol max ujc'al yuj. Chon is k'anbalnej, yet watx' chi pukax el yabixal bay junjun lugar, axca chi yun yel jab junok tzet yetal suk'uk'ixac'al yoc jab.",2CO-2-ENGNIV.txt,2CO-2-KJBSBG.txt,14,Religious
For we are to God the aroma of Christ among those who are being saved and those who are perishing.,"Axca yoc jab junok incienso chi yak' Cristo bay Dios, caw suk'uk'i jab, cayon tu' yet lanan ec' jalon el yabixal bay eb lanan colchaji, c'al bay eb lananto c'ayic'ok.",2CO-2-ENGNIV.txt,2CO-2-KJBSBG.txt,15,Religious
"To the one we are the smell of death; to the other, the fragrance of life. And who is equal to such a task?","A yet chi jalon bay eb chi c'ayic'ok, lajan yoc jabil axca junok tzet yetal chon cam yuj, chi yab eb. Axa yet chi jalon bay eb chi colchaji, lajan yabixal tu' axca junok tzet caw suk'uk'i yoc jab chi yab eb, yujtol lanan chaon eb is k'inal yuj. Yuj tu', ¿mac wal junok ok je' yalon el jun abix ti'?",2CO-2-ENGNIV.txt,2CO-2-KJBSBG.txt,16,Religious
"Unlike so many, we do not peddle the word of God for profit. On the contrary, in Christ we speak before God with sincerity, like men sent from God.","Ayon ti' chi je' juj, yujtol man yujok jion tumin yin k'anej Dios, xan chi ec' jalilok, axca chi yut ba nanxa eb. Mimanokc'al chi ec' yal eb, palta soman chi yut yalon eb. Palta ayon ti', yin masanil co c'ul chi ec' jalilok, yujtol ak'bil jopiso yuj Dios jalon elok. Satak Dios chi ec' jalilok, yujtol yet onxa Cristo e yetok.",2CO-2-ENGNIV.txt,2CO-2-KJBSBG.txt,17,Religious
"Are we beginning to commend ourselves again? Or do we need, like some people, letters of recommendation to you or from you?","A yet chi jalontok juntzan ti' ayex, ¿chi mi e na' tol lanan jalon oc co ba watx'il ayex? Man yowalilok chi co tx'ox co carta chon abenen oc ayex tamwal yowalil chi co k'an e carta chex abenen oc ayon axca chi yut ba juntzanxa eb.",2CO-3-ENGNIV.txt,2CO-3-KJBSBG.txt,1,Religious
"You yourselves are our letter, written on our hearts, known and read by everybody.","Yujtol ayex caw lanan e tx'oxk'abnen elok, tol ay ton jopiso. Lajan ex axca junok carta tz'ibbil oc yin janimail, yujtol chi je' yilon masanil anima tzet e yayji.",2CO-3-ENGNIV.txt,2CO-3-KJBSBG.txt,2,Religious
"You show that you are a letter from Christ, the result of our ministry, written not with ink but with the Spirit of the living God, not on tablets of stone but on tablets of human hearts.","Axca junok carta tz'ibbilcan yuj Cristo, ayonxa inen ocok, cayex tu'. A jun axca carta ti', man tintaok tz'ibnejcanok, palta tol a Cham Yespíritu Dios iquisc'al tojbalk'inal, a' tz'ibnejcanok. Man yinok ch'en tz'ibbilcanok, palta tol a yin janimail tz'ibbilcan ocok.",2CO-3-ENGNIV.txt,2CO-3-KJBSBG.txt,3,Religious
Such confidence as this is ours through Christ before God.,"Yuj Cristo xan ay yip co c'ul junjun on satak Dios, tol axca tu' jayji.",2CO-3-ENGNIV.txt,2CO-3-KJBSBG.txt,4,Religious
"Not that we are competent in ourselves to claim anything for ourselves, but our competence comes from God.","C'am chi co na on tol chi je' juj yul jet co tx'oklil, palta asan yuj ayoc Dios jetok, xan chi je' juj junok tzet yetal.",2CO-3-ENGNIV.txt,2CO-3-KJBSBG.txt,5,Religious
"He has made us competent as ministers of a new covenant–not of the letter but of the Spirit; for the letter kills, but the Spirit gives life.","A ak'nej jopiso jak'on serbil yin watx'il, c'al jaloncan el yabixal jun is cab trato. A jun is trato ti', man yujok jiken junok tzet yetal tz'ibbilcanok, xan chi yuncan elok, palta asan yuj Cham Yespíritu Dios xan chi je' yunencan elok. A jun ley tz'ibbilcanok, asannej yopiso yaon oc camich jiban, palta a Cham Yespíritu Dios xin, yopiso Cham yak'on co k'inal tol ayc'al yin tojbalk'inal.",2CO-3-ENGNIV.txt,2CO-3-KJBSBG.txt,6,Religious
"Now if the ministry that brought death, which was engraved in letters on stone, came with glory, so that the Israelites could not look steadily at the face of Moses because of its glory, fading though it was,","A ley Moisés tz'ibbilcan yin ch'enej patxan yayji. A yet max ak'laycan jun ley tu', max jayoc jopnaj tzekekial Dios yet max ak'laycan tu', xan majxa je' yoc t'anan eb wet israelal yin sat Moisés, yujtol chi tzekeki c'apaxok. Palta c'ojanc'ulal max ay tananok tzekekial jun chi tzekeki tu'. Caxc'al ay yopiso jun ley tu' con yak'on camok, palta miman yelapnok yet max jayi.",2CO-3-ENGNIV.txt,2CO-3-KJBSBG.txt,7,Religious
will not the ministry of the Spirit be even more glorious?,"Ta miman yelapnok jun ley tu' yet max jayi, yelxac'al miman yelapnok jun abix max yi jay Cham Yespíritu Dios ayon.",2CO-3-ENGNIV.txt,2CO-3-KJBSBG.txt,8,Religious
"If the ministry that condemns men is glorious, how much more glorious is the ministry that brings righteousness!","A jun ley tu', caxc'al chi yaoc camich yiban anima palta mimanc'alta' yelapnok. Akxam wal jun abix chi aloni tol watx' on satak Dios.",2CO-3-ENGNIV.txt,2CO-3-KJBSBG.txt,9,Religious
For what was glorious has no glory now in comparison with the surpassing glory.,"Caxc'al ay yelapnok jun ley tu', palta c'amxa yelapnok yul sat junxa ti', yujtol yelxac'al miman yelapnok jun ti'.",2CO-3-ENGNIV.txt,2CO-3-KJBSBG.txt,10,Religious
"And if what was fading away came with glory, how much greater is the glory of that which lasts!","Ta miman yelapnok jun tol txennej tiempoal max k'anabax tu', akxam wal jun tol ayc'al ec' yin tojbalk'inal ti'.",2CO-3-ENGNIV.txt,2CO-3-KJBSBG.txt,11,Religious
"Therefore, since we have such a hope, we are very bold.","Yuj wal tol max jaoc jun ti' yipok co c'ul, yuj tu' xan c'am chon xiw jalon elok.",2CO-3-ENGNIV.txt,2CO-3-KJBSBG.txt,12,Religious
"We are not like Moses, who would put a veil over his face to keep the Israelites from gazing at it while the radiance was fading away.","Manchak jut co ba axca yutnak ba Moisés. Makchejnak el sat yetok jun k'ap, yet watx' c'amxa chi yil eb wet israelal yet chi lajwi ay k'ak'al jopopial sat, yujtol c'ojanc'ulal max ay tananok jopopial tu'.",2CO-3-ENGNIV.txt,2CO-3-KJBSBG.txt,13,Religious
"But their minds were made dull, for to this day the same veil remains when the old covenant is read. It has not been removed, because only in Christ is it taken away.","Majc'al nachaj el yuj eb tzet max al-lay bay eb yujtol k'ekk'inal ay nabal eb. Ac'ala' tinani', a yet chi awtelay tx'an Un bay tz'ib yayjican jun is babel trato Dios yab eb wet israelal, c'am chi nachaj el yuj eb, yujtol axca wal junok k'ap tu' ayto oc maksatok eb. A jun tzet axca k'ap tu', c'am chi eli, yujtol asan Cristo chi je' yion elok.",2CO-3-ENGNIV.txt,2CO-3-KJBSBG.txt,14,Religious
"Even to this day when Moses is read, a veil covers their hearts.","Toltax tinani', a yet chi yaben eb yawtelay tx'an libro Moisés, axca tol ayc'al oc makil nabal eb tu'.",2CO-3-ENGNIV.txt,2CO-3-KJBSBG.txt,15,Religious
"But whenever anyone turns to the Lord, the veil is taken away.","Palta a yet chon meltzoj bay Cham Jajawil, chi ilay el jun axca maksatej tu' yin co nabal.",2CO-3-ENGNIV.txt,2CO-3-KJBSBG.txt,16,Religious
"Now the Lord is the Spirit, and where the Spirit of the Lord is, there is freedom.","A Cham Jajawil max binaj tu', a ton Cham Espíritu. A mac bay ayoc Cham Yespíritu Cham Jajawil Jesucristo yin, jakanxa sat eb, cax bekanxa yilon eb.",2CO-3-ENGNIV.txt,2CO-3-KJBSBG.txt,17,Religious
"And we, who with unveiled faces all reflect the Lord's glory, are being transformed into his likeness with ever-increasing glory, which comes from the Lord, who is the Spirit.","Yuj tu' xan c'amxa oc jun axca maksatej tu' yin co sat co masanil. A tinani', lajan onxa axca jun ch'en espejo, yujtol a jin chi txecloj el watx'il Cham Jajawil. Yuj tu', lananxa tz'aknaj el co watx'il axca is watx'il Cristo yuj Cham Jajawil, a ton Cham Espíritu.",2CO-3-ENGNIV.txt,2CO-3-KJBSBG.txt,18,Religious
"Therefore, since through God's mercy we have this ministry, we do not lose heart.","Yuj tu', c'am chi cabax aj co c'ul on, yujtol max ok' c'ul Dios jin, cax max yak'on jun jopiso ti' on.",2CO-4-ENGNIV.txt,2CO-4-KJBSBG.txt,1,Religious
"Rather, we have renounced secret and shameful ways; we do not use deception, nor do we distort the word of God. On the contrary, by setting forth the truth plainly we commend ourselves to every man's conscience in the sight of God.","Ay juntzan tzet chi el yunen eb jet animail yin ewantakil, yujtol q'uixwiltak. A pax ayon ti xin, c'am jalon jet yin juntzan tu' yin junelnej. C'am junok mac chi ec' ji aytek sat on. C'am junok comon k'anej chi jatok on xol k'anej Dios, yujtol asan wal tzet yetal yel, asan chi jal on. Axca ton ti' chi jut co tx'oxk'abnencan el jopiso on bay junjun mactxel satak Dios, yet watx' chi nachaj el yuj eb tzet jelapnok on.",2CO-4-ENGNIV.txt,2CO-4-KJBSBG.txt,2,Religious
"And even if our gospel is veiled, it is veiled to those who are perishing.","A yet chi ec' jalon el on k'anejal yet colbanilej, ay ton mac c'am chi nachaj el yuj, a ton eb lanan c'ayic'ok.",2CO-4-ENGNIV.txt,2CO-4-KJBSBG.txt,3,Religious
"The god of this age has blinded the minds of unbelievers, so that they cannot see the light of the gospel of the glory of Christ, who is the image of God.","A eb tu', c'am chi yaoc eb yin c'ul yujtol chi ak'layxac'al etax el nabal eb yuj nak diosal yulyibank'inal ti'. Axca tol a nak chi ak'on c'ayil sat eb, yet watx' c'am chi yil eb jun sakk'inal chi tit yin yabixal Cristo. A Cristo caw miman yelapnok, caw lajan yetok Dios.",2CO-4-ENGNIV.txt,2CO-4-KJBSBG.txt,4,Religious
"For we do not preach ourselves, but Jesus Christ as Lord, and ourselves as your servants for Jesus' sake.","A yet chi ec' jalon elok, manak jabixal on chi ec' jalilok, palta asan chi ec' jalilok, tol a Jesucristo Jajawil. Chi jalontek tol e yak'omal serbil jayji on, yujtol ay co camc'ulal yin Jesús.",2CO-4-ENGNIV.txt,2CO-4-KJBSBG.txt,5,Religious
"For God, who said, “Let light shine out of darkness,” made his light shine in our hearts to give us the light of the knowledge of the glory of God in the face of Christ.","Yalnak Dios axca ti': A xol k'ekk'inal ti', ayokab sakk'inal, ẍi. Acaw Dios anejtek sakk'inal yin janimail yet watx' a jun sakk'inal tu' chi ak'on jojtaknej elok, tol caw miman is watx'il Dios. A yin Jesucristo, a tu' chi txecloj el watx'il Cham tu'.",2CO-4-ENGNIV.txt,2CO-4-KJBSBG.txt,6,Religious
But we have this treasure in jars of clay to show that this all-surpassing power is from God and not from us.,"Ay ton jun tzet caw watx' tu' ayon, palta ayon ti', lajan on axca junok tx'otx' c'uanbalej, yujtol c'am jabok jelapnok. Yuj tu', chi txecloj elok tol a jun miman ikbej tu', man jetok, asan Dios ay yet.",2CO-4-ENGNIV.txt,2CO-4-KJBSBG.txt,7,Religious
"We are hard pressed on every side, but not crushed; perplexed, but not in despair;","Axca tol oyanxanej oc yailal jin on, palta c'am chon can yalan yuj. Ayon oc yin somc'ulal, palta c'am chi jak'c'al somchaj el co c'ul on.",2CO-4-ENGNIV.txt,2CO-4-KJBSBG.txt,8,Religious
"persecuted, but not abandoned; struck down, but not destroyed.","Caw chon etnelay bay chon eq'ui, palta c'am chon beklaycan co tx'oklil. Chon mak'lay ec' telnaj on, palta c'am chon lajwi el yin junelnej.",2CO-4-ENGNIV.txt,2CO-4-KJBSBG.txt,9,Religious
"We always carry around in our body the death of Jesus, so that the life of Jesus may also be revealed in our body.","Tzanc'al bay chon eq'ui, chi jab yail yetok co mimanil on, axca max yun yaben Cristo yailal camich. Chi eq'uel juntzan ti' jiban on, yuj txecloj elok, tol ayoc is k'inal Jesús jin on.",2CO-4-ENGNIV.txt,2CO-4-KJBSBG.txt,10,Religious
"For we who are alive are always being given over to death for Jesus' sake, so that his life may be revealed in our mortal body.","Yak'ban iquis on, chac'antek camich jiban on masanil tiempo, yujtol junxanej jayji yetok Jesús. Yuj tu', caxc'al ok cam co mimanil ti' on, palta lanan txecloj el is k'inal Jesús yin co mimanil cambejal yayji ti'.",2CO-4-ENGNIV.txt,2CO-4-KJBSBG.txt,11,Religious
"So then, death is at work in us, but life is at work in you.","Yak'ban lanan jayoc camich jin on, axa ayex xin, lanan e chaon e k'inal.",2CO-4-ENGNIV.txt,2CO-4-KJBSBG.txt,12,Religious
"It is written: “I believed; therefore I have spoken.” With that same spirit of faith we also believe and therefore speak,","A yul tx'an Un Tz'ibbilcanok, ay jun mac alnejcan axca ti': Max waoc Dios yin in c'ul, xan max wala' ẍi. Ayon ti', lajan chi jut jaon oc co c'ul on yin Cham yetok mac max alon tu'. Chi jalon c'apax elok, yujtol chi ja c'apax oc Cham yin co c'ul on.",2CO-4-ENGNIV.txt,2CO-4-KJBSBG.txt,13,Religious
because we know that the one who raised the Lord Jesus from the dead will also raise us with Jesus and present us with you in his presence.,"Jojtak, tol a Cham mac ak'nej ictzoj aj Jajawil Jesús xol eb camnak, a ok on ak'on c'apax ictzoj ajok yujtol yet on Jesús. Ok ex ictzoj c'apax aj jetok, cax ok on yiontok bay ayic' tu'.",2CO-4-ENGNIV.txt,2CO-4-KJBSBG.txt,14,Religious
"All this is for your benefit, so that the grace that is reaching more and more people may cause thanksgiving to overflow to the glory of God.","Masanil juntzan max wal ti', e yuj xan chi jay jiban on. Axca ton ti' chi elol jiban, yet watx' xiwil mac chi chaon watx'c'ulal Dios. Yetok c'apaxok, xiwil mac chi yal yuj diosalil bay Dios yuj. Axca ton ti' ok yun txecloj elok, tol caw wal watx' ton Cham.",2CO-4-ENGNIV.txt,2CO-4-KJBSBG.txt,15,Religious
"Therefore we do not lose heart. Though outwardly we are wasting away, yet inwardly we are being renewed day by day.","Yuj tu', caw c'am bay chi cabax aj co c'ul on. Caxc'al lanan yichambi co mimanil ti' on, palta a janimail on, chi yic'al yip junjun c'u.",2CO-4-ENGNIV.txt,2CO-4-KJBSBG.txt,16,Religious
For our light and momentary troubles are achieving for us an eternal glory that far outweighs them all.,"A tzet chi jay jiban, jabnej yelapnok yul co sat on, aymanc'al chi eq'uelok, palta yuj tu' xan ok co cha' jun tzet caw miman yelapnok. A jun tzet tu', xiwil watx'il, cax ayc'al ec' yin tojbalk'inal.",2CO-4-ENGNIV.txt,2CO-4-KJBSBG.txt,17,Religious
"So we fix our eyes not on what is seen, but on what is unseen. For what is seen is temporary, but what is unseen is eternal.","C'am chi jaoc co nabal on yin tzet chi jila', yujtol a tzet chi jil tu', aymanc'al chi lajwi. A tzet c'am chi jila', aokab yin chi jaoc co nabal on, yujtol a juntzan tu', ayc'al yin tojbalk'inal.",2CO-4-ENGNIV.txt,2CO-4-KJBSBG.txt,18,Religious
"Now we know that if the earthly tent we live in is destroyed, we have a building from God, an eternal house in heaven, not built by human hands.","A co mimanil ti', lajan axca junok lanchu mantiado ayman chi etaxtok. Palta jojtak a yet ok lajwok jun co mimanil ti', ay junxa ok yak' Dios ayon bay satcan. A junxa tu', c'am bak'in ok lajwok, man animaok watx'nenej. Lajan axca junok na caw wal watx' cawxi.",2CO-5-ENGNIV.txt,2CO-5-KJBSBG.txt,1,Religious
"Meanwhile we groan, longing to be clothed with our heavenly dwelling,","Yel toni, a yet ayon ec' yin co mimanil ti', chon alxi yetok, yujtol chi jochej chon ec'tok bay junxa co mimanil, a ton jun ok co k'an bay satcan, jun axca na tu'.",2CO-5-ENGNIV.txt,2CO-5-KJBSBG.txt,2,Religious
